z	10 mm Bz	10 mm Br	28 mm Bz	28 mm Br	48 mm Bz	48 mm Br	68 mm Bz	68 mm Br	88 mm Bz	88 mm Br
-138.32	3.9971	-0.00024063	3.9949	-0.00026837	3.9944	-0.00010824	3.9927	0.00038811	2.4997	-6.0601e-05
-137.42	3.9971	-0.00021371	3.9949	-0.0002215	3.9944	-6.0059e-05	3.9926	0.00043746	2.4998	-5.4833e-05
-136.52	3.9971	-0.00019246	3.9949	-0.00018753	3.9944	-2.6413e-05	3.9926	0.00045498	2.4998	-4.7341e-05
-135.63	3.9972	-0.00017486	3.9949	-0.00016256	3.9944	5.9402e-08	3.9926	0.00047001	2.4998	-4.5575e-05
-134.73	3.9972	-0.00015279	3.9949	-0.00012884	3.9944	3.3407e-05	3.9926	0.00049024	2.4998	-3.9586e-05
-133.83	3.9972	-0.00013495	3.9949	-0.00010239	3.9944	5.9391e-05	3.9926	0.00050433	2.4998	-3.465e-05
-132.93	3.9972	-0.00011692	3.9949	-8.1269e-05	3.9944	8.0195e-05	3.9925	0.00050653	2.4998	-3.1317e-05
-132.03	3.9972	-0.0001046	3.9949	-6.4146e-05	3.9944	9.7988e-05	3.9925	0.00051029	2.4998	-2.7154e-05
-131.13	3.9973	-9.0932e-05	3.9949	-4.542e-05	3.9944	0.00011336	3.9925	0.00051326	2.4998	-2.3714e-05
-130.23	3.9973	-7.7678e-05	3.9949	-2.6886e-05	3.9944	0.00013084	3.9925	0.00051355	2.4999	-2.1747e-05
-129.34	3.9973	-6.5176e-05	3.9949	-8.3326e-06	3.9944	0.00014772	3.9924	0.00051923	2.4999	-1.9691e-05
-128.44	3.9973	-5.1579e-05	3.9949	1.5471e-05	3.9943	0.00016909	3.9924	0.00053572	2.4999	-1.7378e-05
-127.54	3.9973	-5.3759e-05	3.9949	-2.8818e-06	3.9943	0.00014426	3.9924	0.00046104	2.4999	-1.3901e-05
-126.64	3.9973	-2.625e-05	3.9949	5.0735e-05	3.9943	0.000199	3.9924	0.00054115	2.4999	-1.1864e-05
-125.74	3.9973	-1.9935e-05	3.9949	4.1509e-05	3.9943	0.00018939	3.9923	0.00048866	2.4999	-7.8098e-06
-124.84	3.9973	-1.6463e-05	3.9949	5.5301e-05	3.9943	0.00019441	3.9923	0.00049386	2.4999	-4.8517e-06
-123.95	3.9973	-7.2541e-06	3.9949	6.1731e-05	3.9943	0.00019811	3.9923	0.00048177	2.4999	-6.0158e-06
-123.05	3.9973	-4.755e-08	3.9949	7.47e-05	3.9943	0.00020932	3.9923	0.00048831	2.4999	-6.9149e-06
-122.15	3.9973	5.5421e-06	3.9949	7.6184e-05	3.9943	0.00020509	3.9923	0.00045986	2.4999	-6.0838e-06
-121.25	3.9973	9.1137e-06	3.9949	8.602e-05	3.9943	0.00021148	3.9922	0.00046165	2.4999	-4.9479e-06
-120.35	3.9973	1.5136e-05	3.9949	9.0617e-05	3.9943	0.00021036	3.9922	0.00044133	2.4999	-3.0009e-06
-119.45	3.9973	1.9162e-05	3.9949	9.4752e-05	3.9942	0.00021156	3.9922	0.00043453	2.4999	-1.2926e-06
-118.55	3.9973	2.4458e-05	3.9949	9.7634e-05	3.9942	0.00021364	3.9922	0.00042453	2.4999	3.1903e-07
-117.66	3.9973	2.9956e-05	3.9949	9.9273e-05	3.9942	0.0002119	3.9922	0.00041258	2.4999	3.0941e-06
-116.76	3.9973	3.1222e-05	3.9949	9.9148e-05	3.9942	0.00020657	3.9921	0.00039715	2.4999	1.0805e-06
-115.86	3.9973	3.4802e-05	3.9949	0.00010338	3.9942	0.00020687	3.9921	0.00038647	2.4999	1.4208e-06
-114.96	3.9973	3.4274e-05	3.9949	0.00010049	3.9942	0.00019877	3.9921	0.00036201	2.4999	2.3023e-06
-114.06	3.9973	3.3666e-05	3.9948	9.4231e-05	3.9942	0.00018774	3.9921	0.0003326	2.4999	3.9429e-06
-113.16	3.9973	3.619e-05	3.9948	9.9927e-05	3.9942	0.00018823	3.9921	0.0003281	2.4999	2.7358e-06
-112.27	3.9973	3.7381e-05	3.9948	9.8604e-05	3.9942	0.00018245	3.9921	0.00031359	2.4999	4.7814e-06
-111.37	3.9973	3.8461e-05	3.9948	0.00010073	3.9941	0.00017923	3.9921	0.00030459	2.4999	3.4035e-06
-110.47	3.9972	3.7822e-05	3.9948	9.852e-05	3.9941	0.00017378	3.992	0.00029011	2.4999	2.4924e-06
-109.57	3.9972	3.6786e-05	3.9948	9.5053e-05	3.9941	0.00016529	3.992	0.00026904	2.4999	2.4265e-06
-108.67	3.9972	3.8079e-05	3.9948	9.6768e-05	3.9941	0.00016333	3.992	0.00026016	2.4999	4.5661e-06
-107.77	3.9972	3.724e-05	3.9948	9.0486e-05	3.9941	0.00015281	3.992	0.00023575	2.4999	3.1815e-06
-106.88	3.9972	3.6809e-05	3.9948	8.6963e-05	3.9941	0.00014474	3.992	0.0002219	2.4999	2.6098e-06
-105.98	3.9972	3.4643e-05	3.9948	7.9829e-05	3.9941	0.0001327	3.992	0.00019826	2.4999	2.5324e-06
-105.08	3.9972	3.328e-05	3.9948	7.5845e-05	3.9941	0.00012381	3.992	0.00017955	2.4999	2.9715e-06
-104.18	3.9972	3.2724e-05	3.9948	7.6075e-05	3.9941	0.00011956	3.992	0.00017323	2.4999	1.5197e-06
-103.28	3.9972	3.0414e-05	3.9948	6.5062e-05	3.9941	0.00010576	3.992	0.00014198	2.4999	1.5673e-06
-102.38	3.9972	3.0099e-05	3.9948	6.2637e-05	3.9941	9.9796e-05	3.992	0.0001319	2.4999	2.0002e-06
-101.48	3.9972	2.7619e-05	3.9947	5.9158e-05	3.9941	9.1596e-05	3.992	0.0001197	2.4999	-3.1788e-07
-100.59	3.9972	2.6627e-05	3.9947	5.4555e-05	3.9941	8.281e-05	3.992	0.00010245	2.4999	-1.8445e-06
-99.688	3.9972	2.7516e-05	3.9947	5.5718e-05	3.9941	8.1509e-05	3.9919	9.9606e-05	2.4999	-1.3904e-06
-98.789	3.9972	2.4587e-05	3.9947	4.9157e-05	3.994	6.9411e-05	3.9919	7.9964e-05	2.4999	-1.4122e-06
-97.891	3.9972	2.0309e-05	3.9947	4.3082e-05	3.994	5.8654e-05	3.9919	6.2402e-05	2.4999	-1.7257e-06
-96.992	3.9972	1.9032e-05	3.9947	4.0635e-05	3.994	5.2748e-05	3.9919	5.2577e-05	2.4999	-1.0178e-06
-96.094	3.9972	1.9019e-05	3.9947	4.0435e-05	3.994	5.1012e-05	3.9919	4.4913e-05	2.4999	-1.5057e-06
-95.195	3.9972	1.602e-05	3.9947	3.4e-05	3.994	4.2038e-05	3.9919	2.516e-05	2.4999	-4.5694e-06
-94.297	3.9972	1.2133e-05	3.9947	2.3931e-05	3.994	2.8467e-05	3.9919	-5.8678e-06	2.4999	-4.0532e-06
-93.398	3.9972	1.1805e-05	3.9947	2.4863e-05	3.994	2.5865e-05	3.9919	-6.7519e-06	2.4999	-5.7467e-06
-92.5	3.9972	1.1783e-05	3.9947	2.1541e-05	3.994	2.0548e-05	3.9919	-1.2188e-05	2.4999	-4.7378e-06
-91.602	3.9972	9.1018e-06	3.9947	1.7109e-05	3.994	1.3406e-05	3.9919	-1.8986e-05	2.4999	-3.4271e-06
-90.703	3.9972	5.0722e-06	3.9947	6.8985e-06	3.994	5.843e-07	3.9919	-3.8965e-05	2.4999	-4.6313e-06
-89.805	3.9972	3.6285e-06	3.9947	1.8743e-06	3.994	-5.709e-06	3.9919	-5.4693e-05	2.4999	-4.8767e-06
-88.906	3.9972	4.1183e-08	3.9947	-3.4761e-06	3.994	-1.3455e-05	3.9919	-6.496e-05	2.4999	-6.3231e-06
-88.008	3.9972	-1.4635e-06	3.9947	-2.9479e-06	3.994	-1.5044e-05	3.9919	-6.6449e-05	2.4999	-7.8505e-06
-87.109	3.9972	-1.1567e-06	3.9947	-7.1658e-07	3.994	-1.4901e-05	3.9919	-6.764e-05	2.4999	-9.1666e-06
-86.211	3.9972	-5.0337e-06	3.9947	-8.3011e-06	3.994	-2.575e-05	3.992	-8.4496e-05	2.4999	-1.0139e-05
-85.313	3.9972	-5.9164e-06	3.9947	-9.2046e-06	3.994	-2.9002e-05	3.992	-8.8203e-05	2.4999	-1.1076e-05
-84.414	3.9972	-6.3015e-06	3.9947	-9.1666e-06	3.994	-3.0087e-05	3.992	-8.9449e-05	2.4999	-1.0177e-05
-83.516	3.9972	-8.1185e-06	3.9947	-1.0729e-05	3.994	-3.3516e-05	3.992	-9.4239e-05	2.4999	-9.2746e-06
-82.617	3.9972	-1.1183e-05	3.9947	-1.9687e-05	3.994	-4.3868e-05	3.992	-0.00011267	2.4999	-1.0372e-05
-81.719	3.9972	-1.09e-05	3.9947	-2.473e-05	3.994	-4.8172e-05	3.992	-0.00012011	2.4999	-1.0007e-05
-80.82	3.9972	-1.1853e-05	3.9947	-2.3721e-05	3.994	-4.9836e-05	3.992	-0.00012053	2.4999	-1.0626e-05
-79.922	3.9972	-1.5609e-05	3.9947	-3.4954e-05	3.994	-6.2027e-05	3.992	-0.00013519	2.4999	-1.0476e-05
-79.023	3.9972	-1.536e-05	3.9947	-3.4483e-05	3.9941	-6.2056e-05	3.992	-0.0001357	2.4999	-9.8063e-06
-78.125	3.9972	-1.538e-05	3.9947	-3.4335e-05	3.9941	-6.3743e-05	3.992	-0.00013374	2.4999	-1.089e-05
-77.227	3.9972	-1.6751e-05	3.9947	-3.7436e-05	3.9941	-6.7711e-05	3.992	-0.00013878	2.4999	-1.2641e-05
-76.328	3.9972	-1.6244e-05	3.9947	-3.463e-05	3.9941	-6.4238e-05	3.992	-0.0001324	2.4999	-1.2069e-05
-75.43	3.9972	-1.724e-05	3.9947	-3.7724e-05	3.9941	-6.8313e-05	3.992	-0.00013732	2.5	-1.253e-05
-74.531	3.9972	-1.913e-05	3.9947	-3.7986e-05	3.9941	-6.9757e-05	3.992	-0.00013789	2.5	-1.1219e-05
-73.633	3.9972	-1.9566e-05	3.9947	-3.8441e-05	3.9941	-7.0928e-05	3.992	-0.00013957	2.5	-1.2353e-05
-72.734	3.9972	-2.0664e-05	3.9947	-3.9192e-05	3.9941	-7.2163e-05	3.992	-0.0001426	2.5	-1.2584e-05
-71.836	3.9972	-2.171e-05	3.9948	-4.0069e-05	3.9941	-7.3363e-05	3.992	-0.00014393	2.5	-1.2621e-05
-70.938	3.9972	-2.2146e-05	3.9948	-3.9433e-05	3.9941	-7.1025e-05	3.992	-0.00014104	2.5	-1.273e-05
-70.039	3.9972	-2.2043e-05	3.9948	-3.9972e-05	3.9941	-7.1356e-05	3.9921	-0.00014234	2.5	-1.4025e-05
-69.141	3.9972	-2.1926e-05	3.9948	-4.2338e-05	3.9941	-7.2974e-05	3.9921	-0.0001432	2.5	-1.3012e-05
-68.242	3.9972	-2.1917e-05	3.9948	-4.2636e-05	3.9941	-7.3328e-05	3.9921	-0.00014219	2.5	-1.2901e-05
-67.344	3.9972	-2.1927e-05	3.9948	-4.4799e-05	3.9941	-7.3861e-05	3.9921	-0.00013963	2.5	-1.1221e-05
-66.445	3.9972	-2.2203e-05	3.9948	-4.3397e-05	3.9941	-7.3255e-05	3.9921	-0.00013072	2.5	-9.9053e-06
-65.547	3.9972	-2.416e-05	3.9948	-4.8525e-05	3.9941	-7.7468e-05	3.9921	-0.00014306	2.5	-1.2368e-05
-64.648	3.9972	-2.3062e-05	3.9948	-4.2737e-05	3.9941	-7.0192e-05	3.9921	-0.00012688	2.5	-1.2989e-05
-63.75	3.9972	-2.2423e-05	3.9948	-4.0641e-05	3.9941	-6.7572e-05	3.9921	-0.0001278	2.5	-1.26e-05
-62.852	3.9972	-2.1799e-05	3.9948	-3.7721e-05	3.9941	-6.5612e-05	3.9921	-0.00012248	2.5	-1.4136e-05
-61.953	3.9972	-2.0727e-05	3.9948	-3.5354e-05	3.9941	-6.2366e-05	3.9921	-0.00011633	2.5	-1.2632e-05
-61.055	3.9972	-1.8156e-05	3.9948	-3.141e-05	3.9941	-5.6809e-05	3.9921	-0.00010503	2.5	-1.3116e-05
-60.156	3.9972	-1.8643e-05	3.9948	-3.2439e-05	3.9941	-5.6947e-05	3.9921	-0.00010487	2.5	-1.2154e-05
-59.258	3.9972	-1.9855e-05	3.9948	-3.3299e-05	3.9941	-5.6456e-05	3.9921	-0.00010027	2.5	-1.1663e-05
-58.359	3.9972	-1.9092e-05	3.9948	-3.649e-05	3.9941	-5.8416e-05	3.9921	-0.00010473	2.5	-1.1834e-05
-57.461	3.9972	-1.8733e-05	3.9948	-3.4661e-05	3.9941	-5.4349e-05	3.9921	-9.5692e-05	2.5	-1.2112e-05
-56.563	3.9973	-1.8037e-05	3.9948	-3.2745e-05	3.9941	-5.2245e-05	3.9921	-8.9313e-05	2.5	-1.1646e-05
-55.664	3.9973	-1.9194e-05	3.9948	-3.6301e-05	3.9942	-5.4996e-05	3.9921	-9.6881e-05	2.5001	-1.1066e-05
-54.766	3.9973	-1.7684e-05	3.9948	-3.3389e-05	3.9942	-4.9716e-05	3.9921	-8.9899e-05	2.5001	-1.0093e-05
-53.867	3.9973	-1.6061e-05	3.9948	-3.1925e-05	3.9942	-4.7419e-05	3.9921	-8.0814e-05	2.5001	-1.0255e-05
-52.969	3.9973	-1.4669e-05	3.9948	-2.9334e-05	3.9942	-4.3313e-05	3.9922	-7.0141e-05	2.5001	-9.0024e-06
-52.07	3.9973	-1.3163e-05	3.9948	-2.7387e-05	3.9942	-3.9463e-05	3.9922	-6.2423e-05	2.5001	-1.0009e-05
-51.172	3.9973	-1.3289e-05	3.9948	-2.7727e-05	3.9942	-3.9537e-05	3.9922	-6.0826e-05	2.5001	-9.4047e-06
-50.273	3.9973	-1.2153e-05	3.9948	-2.1433e-05	3.9942	-3.2139e-05	3.9922	-4.6267e-05	2.5001	-9.4388e-06
-49.375	3.9973	-1.08e-05	3.9948	-1.9211e-05	3.9942	-2.844e-05	3.9922	-4.2789e-05	2.5001	-8.9059e-06
-48.477	3.9973	-9.6244e-06	3.9948	-1.6109e-05	3.9942	-2.4171e-05	3.9922	-3.5449e-05	2.5001	-8.7881e-06
-47.578	3.9973	-8.4774e-06	3.9948	-1.3861e-05	3.9942	-2.0015e-05	3.9922	-3.0296e-05	2.5001	-6.934e-06
-46.68	3.9973	-8.1891e-06	3.9948	-1.3755e-05	3.9942	-1.816e-05	3.9922	-2.6401e-05	2.5001	-6.8375e-06
-45.781	3.9973	-7.3779e-06	3.9948	-1.0051e-05	3.9942	-1.1631e-05	3.9922	-1.5319e-05	2.5001	-6.4676e-06
-44.883	3.9973	-6.3073e-06	3.9948	-1.0436e-05	3.9942	-1.0582e-05	3.9922	-1.429e-05	2.5001	-6.9877e-06
-43.984	3.9973	-4.4191e-06	3.9948	-9.6509e-06	3.9942	-9.4831e-06	3.9922	-5.2499e-06	2.5001	-7.5604e-06
-43.086	3.9973	-4.3227e-06	3.9948	-1.1641e-05	3.9942	-9.9202e-06	3.9922	-1.0358e-05	2.5001	-6.6381e-06
-42.188	3.9973	-3.617e-06	3.9948	-7.5858e-06	3.9942	-5.1393e-06	3.9922	4.0669e-07	2.5001	-4.1781e-06
-41.289	3.9973	-3.4126e-06	3.9948	-4.6041e-06	3.9942	-9.4407e-07	3.9922	6.6308e-06	2.5001	-3.1068e-06
-40.391	3.9973	-2.4221e-06	3.9948	-4.4759e-07	3.9942	5.7997e-06	3.9922	1.7469e-05	2.5001	-3.226e-06
-39.492	3.9973	-1.8977e-06	3.9948	1.2991e-06	3.9942	9.2135e-06	3.9922	2.0255e-05	2.5001	-3.8719e-06
-38.594	3.9973	-1.5355e-06	3.9948	2.7595e-06	3.9942	1.0806e-05	3.9922	2.1736e-05	2.5001	-3.8551e-06
-37.695	3.9973	3.7125e-07	3.9948	8.566e-06	3.9942	1.7807e-05	3.9922	3.6365e-05	2.5001	-3.5626e-06
-36.797	3.9973	3.9806e-07	3.9948	8.7519e-06	3.9942	1.922e-05	3.9922	3.8629e-05	2.5001	-4.4334e-06
-35.898	3.9973	1.4642e-06	3.9948	1.0998e-05	3.9942	2.2068e-05	3.9922	4.3727e-05	2.5001	-5.482e-06
-35.0	3.9973	2.2559e-06	3.9948	1.4804e-05	3.9942	2.6675e-05	3.9922	5.3476e-05	2.5001	-5.3901e-06
-34.102	3.9973	5.3347e-06	3.9948	1.3877e-05	3.9942	2.8905e-05	3.9922	5.6047e-05	2.5001	-4.4412e-06
-33.203	3.9973	5.8182e-06	3.9948	1.1481e-05	3.9942	2.7173e-05	3.9922	5.5442e-05	2.5001	-3.6615e-06
-32.305	3.9973	6.1583e-06	3.9948	1.4254e-05	3.9942	2.9689e-05	3.9921	6.2092e-05	2.5001	-3.4462e-06
-31.406	3.9973	5.5281e-06	3.9948	1.1067e-05	3.9942	2.834e-05	3.9921	5.7583e-05	2.5001	-1.4487e-07
-30.508	3.9973	5.0934e-06	3.9948	1.3325e-05	3.9942	3.0267e-05	3.9921	5.6953e-05	2.5001	6.0587e-07
-29.609	3.9973	6.2336e-06	3.9948	1.3155e-05	3.9942	3.1561e-05	3.9921	6.3262e-05	2.5001	6.1975e-08
-28.711	3.9973	6.8487e-06	3.9948	1.2898e-05	3.9942	3.1219e-05	3.9921	6.5041e-05	2.5001	-3.4333e-06
-27.813	3.9973	6.8014e-06	3.9948	1.3016e-05	3.9942	3.2326e-05	3.9921	6.789e-05	2.5001	-3.1281e-06
-26.914	3.9973	8.5277e-06	3.9948	1.6451e-05	3.9942	3.5991e-05	3.9921	7.6359e-05	2.5001	-1.6462e-06
-26.016	3.9973	8.1159e-06	3.9948	1.7775e-05	3.9942	3.6405e-05	3.9921	7.3136e-05	2.5001	-1.1068e-08
-25.117	3.9973	7.9367e-06	3.9948	2.1482e-05	3.9941	4.0107e-05	3.9921	8.1614e-05	2.5001	1.9247e-07
-24.219	3.9973	8.4539e-06	3.9948	2.2991e-05	3.9941	4.231e-05	3.9921	8.1481e-05	2.5001	2.5346e-06
-23.32	3.9973	9.9934e-06	3.9948	2.6118e-05	3.9941	4.4679e-05	3.9921	8.7244e-05	2.5001	1.2495e-06
-22.422	3.9973	1.1246e-05	3.9948	2.242e-05	3.9941	4.3246e-05	3.9921	7.7969e-05	2.5001	1.2983e-06
-21.523	3.9973	1.0885e-05	3.9948	2.633e-05	3.9941	4.6026e-05	3.9921	8.4018e-05	2.5001	4.0327e-07
-20.625	3.9973	1.1196e-05	3.9948	2.2719e-05	3.9941	4.3221e-05	3.9921	7.968e-05	2.5001	6.3237e-07
-19.727	3.9973	1.1018e-05	3.9948	2.2705e-05	3.9941	4.2504e-05	3.9921	7.9279e-05	2.5001	-4.005e-08
-18.828	3.9973	9.5521e-06	3.9948	1.9352e-05	3.9941	3.8815e-05	3.9921	7.2477e-05	2.5001	-7.0893e-07
-17.93	3.9973	8.4623e-06	3.9948	1.9816e-05	3.9941	3.9832e-05	3.9921	7.3659e-05	2.5001	2.3247e-08
-17.031	3.9973	9.4279e-06	3.9948	1.813e-05	3.9941	3.6963e-05	3.9921	6.8946e-05	2.5001	1.9836e-06
-16.133	3.9973	1.0177e-05	3.9948	1.9255e-05	3.9941	3.8168e-05	3.9921	7.3757e-05	2.5001	2.5057e-06
-15.234	3.9973	9.2933e-06	3.9948	1.7892e-05	3.9941	3.6623e-05	3.9921	6.7335e-05	2.5001	2.9846e-06
-14.336	3.9972	9.6014e-06	3.9948	2.1799e-05	3.9941	3.958e-05	3.9921	7.1565e-05	2.5001	2.7262e-06
-13.438	3.9972	8.8006e-06	3.9948	2.1957e-05	3.9941	3.8183e-05	3.9921	6.8099e-05	2.5001	2.1931e-06
-12.539	3.9972	8.8495e-06	3.9948	2.3056e-05	3.9941	3.8591e-05	3.9921	6.684e-05	2.5001	1.337e-06
-11.641	3.9972	9.4625e-06	3.9948	2.3109e-05	3.9941	3.8583e-05	3.9921	7.1571e-05	2.5001	-1.5196e-06
-10.742	3.9972	8.5066e-06	3.9948	2.1398e-05	3.9941	3.4996e-05	3.9921	6.1763e-05	2.5001	-4.0049e-06
-9.8438	3.9972	7.0216e-06	3.9948	1.4402e-05	3.9941	2.8713e-05	3.9921	4.9607e-05	2.5001	-1.3891e-06
-8.9453	3.9972	9.3818e-06	3.9948	2.0365e-05	3.9941	3.5537e-05	3.9921	6.616e-05	2.5001	1.1224e-06
-8.0469	3.9972	6.0346e-06	3.9948	6.8774e-06	3.9941	2.1474e-05	3.9921	3.1046e-05	2.5001	1.886e-06
-7.1484	3.9972	5.5265e-06	3.9948	1.3349e-05	3.9941	2.598e-05	3.9921	4.5382e-05	2.5001	3.2246e-06
-6.25	3.9972	5.4269e-06	3.9948	1.0074e-05	3.9941	2.1359e-05	3.9921	3.5323e-05	2.5001	2.7584e-06
-5.3516	3.9972	3.8124e-06	3.9948	7.2925e-06	3.9941	1.8311e-05	3.9921	3.144e-05	2.5001	1.9094e-06
-4.4531	3.9972	2.0778e-06	3.9948	5.7943e-06	3.9941	1.5625e-05	3.9921	2.2582e-05	2.5001	3.2423e-07
-3.5547	3.9972	2.1005e-06	3.9948	3.1407e-06	3.9941	1.3072e-05	3.9921	2.0678e-05	2.5001	2.3222e-06
-2.6563	3.9972	2.6986e-06	3.9948	3.2547e-06	3.9941	1.252e-05	3.9921	1.8085e-05	2.5001	3.587e-07
-1.7578	3.9972	2.3616e-06	3.9948	3.5074e-06	3.9941	1.028e-05	3.9921	1.3922e-05	2.5001	1.9412e-06
-0.85938	3.9972	2.0748e-06	3.9948	5.4098e-06	3.9941	1.0992e-05	3.9921	1.7723e-05	2.5001	3.1293e-06
0.039063	3.9972	1.7295e-06	3.9948	4.3639e-06	3.9941	8.0382e-06	3.9921	8.4992e-06	2.5001	3.0307e-06
0.9375	3.9972	-3.2558e-07	3.9948	4.3982e-06	3.9941	6.8025e-06	3.9921	3.5375e-06	2.5001	2.5673e-06
1.8359	3.9972	-3.2909e-07	3.9948	5.7094e-06	3.9941	7.0686e-06	3.9921	2.6318e-06	2.5001	3.2331e-06
2.7344	3.9972	6.3776e-07	3.9948	5.7239e-06	3.9941	7.5344e-06	3.9921	-1.4947e-06	2.5001	4.0072e-06
3.6328	3.9972	-2.9114e-06	3.9948	-2.4416e-06	3.9941	-2.2087e-06	3.9921	-1.7914e-05	2.5001	4.2667e-06
4.5313	3.9972	-1.1129e-06	3.9948	-1.8475e-06	3.9941	-3.0748e-06	3.9921	-1.0677e-05	2.5001	2.6713e-06
5.4297	3.9972	-2.3816e-06	3.9948	-8.3803e-06	3.9941	-1.0319e-05	3.9921	-3.0619e-05	2.5001	4.1445e-06
6.3281	3.9972	-3.9605e-06	3.9948	-7.9332e-06	3.9941	-1.2894e-05	3.9921	-2.5803e-05	2.5001	3.919e-06
7.2266	3.9972	-4.2461e-06	3.9948	-1.0786e-05	3.9941	-1.5894e-05	3.9921	-3.613e-05	2.5001	3.7121e-06
8.125	3.9972	-4.7622e-06	3.9948	-1.0961e-05	3.9941	-1.7876e-05	3.9921	-3.6219e-05	2.5001	2.7356e-06
9.0234	3.9972	-5.6386e-06	3.9948	-9.0503e-06	3.9941	-1.6814e-05	3.9921	-3.6238e-05	2.5001	3.2214e-06
9.9219	3.9972	-6.3799e-06	3.9948	-8.5843e-06	3.9941	-1.6456e-05	3.9921	-4.174e-05	2.5001	4.1795e-06
10.82	3.9972	-6.8995e-06	3.9948	-1.0346e-05	3.9941	-2.0352e-05	3.9921	-4.5511e-05	2.5001	4.3184e-06
11.719	3.9972	-6.6446e-06	3.9948	-8.6814e-06	3.9941	-1.7852e-05	3.9921	-4.3326e-05	2.5001	2.5322e-06
12.617	3.9972	-6.9018e-06	3.9948	-1.0074e-05	3.9941	-1.9808e-05	3.9921	-4.8056e-05	2.5001	1.2626e-06
13.516	3.9972	-9.6535e-06	3.9948	-1.156e-05	3.9941	-2.2373e-05	3.9921	-5.2234e-05	2.5001	2.8414e-06
14.414	3.9972	-9.0545e-06	3.9948	-1.384e-05	3.9941	-2.4182e-05	3.9921	-5.5995e-05	2.5001	4.1453e-06
15.313	3.9972	-7.4115e-06	3.9948	-1.3459e-05	3.9941	-2.3701e-05	3.9921	-5.495e-05	2.5001	2.2901e-06
16.211	3.9972	-9.1002e-06	3.9948	-1.8748e-05	3.9941	-2.9814e-05	3.9921	-6.5049e-05	2.5001	2.5398e-06
17.109	3.9973	-8.4849e-06	3.9948	-1.605e-05	3.9941	-2.7945e-05	3.9921	-6.3696e-05	2.5001	2.5861e-06
18.008	3.9973	-1.068e-05	3.9948	-1.6845e-05	3.9941	-2.9471e-05	3.9921	-6.4168e-05	2.5001	3.0118e-06
18.906	3.9973	-1.2343e-05	3.9948	-2.2549e-05	3.9941	-3.5371e-05	3.9921	-7.9774e-05	2.5001	5.0145e-06
19.805	3.9973	-1.1318e-05	3.9948	-2.316e-05	3.9941	-3.5321e-05	3.9921	-7.6866e-05	2.5001	5.5672e-06
20.703	3.9973	-1.084e-05	3.9948	-2.2489e-05	3.9941	-3.5447e-05	3.9921	-7.4209e-05	2.5001	4.6892e-06
21.602	3.9973	-1.1571e-05	3.9948	-2.4821e-05	3.9941	-3.8595e-05	3.9921	-8.1718e-05	2.5001	3.9641e-06
22.5	3.9973	-1.1974e-05	3.9948	-2.3082e-05	3.9941	-3.7543e-05	3.9921	-7.787e-05	2.5001	2.3569e-06
23.398	3.9973	-1.0698e-05	3.9948	-2.0145e-05	3.9941	-3.3926e-05	3.9921	-7.493e-05	2.5001	2.3903e-06
24.297	3.9973	-1.2434e-05	3.9948	-1.6444e-05	3.9941	-3.2102e-05	3.9921	-6.9795e-05	2.5001	3.0482e-06
25.195	3.9973	-1.3485e-05	3.9948	-1.8831e-05	3.9941	-3.4193e-05	3.9921	-7.1825e-05	2.5001	3.6226e-06
26.094	3.9973	-1.0296e-05	3.9948	-1.6553e-05	3.9941	-3.1239e-05	3.9921	-6.4664e-05	2.5001	4.1908e-06
26.992	3.9973	-9.4135e-06	3.9948	-1.9289e-05	3.9941	-3.2366e-05	3.9921	-7.3737e-05	2.5001	4.7404e-06
27.891	3.9973	-1.0499e-05	3.9948	-1.684e-05	3.9941	-3.1823e-05	3.9921	-6.6741e-05	2.5001	4.8939e-06
28.789	3.9973	-1.1605e-05	3.9948	-2.389e-05	3.9941	-4.0044e-05	3.9921	-7.9935e-05	2.5001	2.4578e-06
29.688	3.9973	-1.0611e-05	3.9948	-2.383e-05	3.9941	-4.0431e-05	3.9921	-7.7346e-05	2.5001	5.1752e-06
30.586	3.9973	-1.0567e-05	3.9948	-1.8948e-05	3.9941	-3.2994e-05	3.9921	-6.9237e-05	2.5001	4.9501e-06
31.484	3.9973	-1.3001e-05	3.9948	-1.8585e-05	3.9941	-3.3591e-05	3.9921	-7.062e-05	2.5001	4.266e-06
32.383	3.9973	-1.2303e-05	3.9948	-2.1028e-05	3.9941	-3.3652e-05	3.9921	-7.4884e-05	2.5001	4.6567e-06
33.281	3.9973	-1.0963e-05	3.9948	-1.5234e-05	3.9942	-2.7519e-05	3.9921	-6.2976e-05	2.5001	2.5882e-06
34.18	3.9973	-1.0593e-05	3.9948	-1.5246e-05	3.9942	-2.7323e-05	3.9921	-6.2968e-05	2.5001	2.5282e-06
35.078	3.9973	-9.0377e-06	3.9948	-1.1848e-05	3.9942	-2.2338e-05	3.9921	-5.1752e-05	2.5001	5.1764e-06
35.977	3.9973	-1.1355e-05	3.9948	-1.4345e-05	3.9942	-2.4031e-05	3.9922	-5.6894e-05	2.5001	5.9256e-06
36.875	3.9973	-1.1115e-05	3.9948	-8.5199e-06	3.9942	-1.8259e-05	3.9922	-4.1105e-05	2.5	5.8188e-06
37.773	3.9973	-9.1397e-06	3.9948	-7.6288e-06	3.9942	-1.5249e-05	3.9922	-3.5135e-05	2.5	3.6242e-06
